state,driver_race,pre_legalization,quarter,search_rate
AZ,white,FALSE,2013-02-15,0.03234991695009096
AZ,white,FALSE,2013-05-15,0.033454576213838606
AZ,white,FALSE,2013-08-15,0.03325538737275439
AZ,white,FALSE,2013-11-15,0.03183015699385274
AZ,white,FALSE,2014-02-15,0.030484682727011603
AZ,white,FALSE,2014-05-15,0.03366799614908541
AZ,white,FALSE,2014-08-15,0.031222401869539815
AZ,white,FALSE,2014-11-15,0.033238577477717565
AZ,white,FALSE,2015-02-15,0.034934557291311986
AZ,white,FALSE,2015-05-15,0.031616786035238695
AZ,white,FALSE,2015-08-15,0.02908420038797021
AZ,white,FALSE,2015-11-15,0.03326198321267948
AZ,white,TRUE,2011-02-15,0.04751707963699398
AZ,white,TRUE,2011-05-15,0.04020442930153322
AZ,white,TRUE,2011-08-15,0.034673287504126064
AZ,white,TRUE,2011-11-15,0.03511190195734443
AZ,white,TRUE,2012-02-15,0.03311019451394054
AZ,white,TRUE,2012-05-15,0.03128223581624085
AZ,white,TRUE,2012-08-15,0.031398680270168663
AZ,black,FALSE,2013-02-15,0.08343446601941748
AZ,black,FALSE,2013-05-15,0.07692307692307693
AZ,black,FALSE,2013-08-15,0.06786190546747667
AZ,black,FALSE,2013-11-15,0.0729415784079262
AZ,black,FALSE,2014-02-15,0.07784090909090909
AZ,black,FALSE,2014-05-15,0.07257250036069832
AZ,black,FALSE,2014-08-15,0.07580449710515685
AZ,black,FALSE,2014-11-15,0.07768446310737852
AZ,black,FALSE,2015-02-15,0.0777283433656111
AZ,black,FALSE,2015-05-15,0.07518248175182482
AZ,black,FALSE,2015-08-15,0.0651884163334545
AZ,black,FALSE,2015-11-15,0.08394664213431463
AZ,black,TRUE,2011-02-15,0.10159362549800798
AZ,black,TRUE,2011-05-15,0.08753943217665615
AZ,black,TRUE,2011-08-15,0.06958762886597938
AZ,black,TRUE,2011-11-15,0.07668761076204285
AZ,black,TRUE,2012-02-15,0.08229356511986541
AZ,black,TRUE,2012-05-15,0.06963827969239533
AZ,black,TRUE,2012-08-15,0.06607039815349106
AZ,hispanic,FALSE,2013-02-15,0.07530090520242713
AZ,hispanic,FALSE,2013-05-15,0.07822985897228076
AZ,hispanic,FALSE,2013-08-15,0.07064206191856032
AZ,hispanic,FALSE,2013-11-15,0.06713920771417263
AZ,hispanic,FALSE,2014-02-15,0.06732138187523608
AZ,hispanic,FALSE,2014-05-15,0.06905581097950857
AZ,hispanic,FALSE,2014-08-15,0.07171126469372083
AZ,hispanic,FALSE,2014-11-15,0.07399021011621325
AZ,hispanic,FALSE,2015-02-15,0.07394474055014397
AZ,hispanic,FALSE,2015-05-15,0.06830760267987183
AZ,hispanic,FALSE,2015-08-15,0.06209305574961576
AZ,hispanic,FALSE,2015-11-15,0.07619394823186293
AZ,hispanic,TRUE,2011-02-15,0.1312200516033911
AZ,hispanic,TRUE,2011-05-15,0.10510651629072681
AZ,hispanic,TRUE,2011-08-15,0.08087258231212166
AZ,hispanic,TRUE,2011-11-15,0.08082186985893801
AZ,hispanic,TRUE,2012-02-15,0.08173451879581968
AZ,hispanic,TRUE,2012-05-15,0.07637208710047116
AZ,hispanic,TRUE,2012-08-15,0.07215589316503465
CA,white,FALSE,2013-02-15,0.001449434183075323
CA,white,FALSE,2013-05-15,0.0011600066630140504
CA,white,FALSE,2013-08-15,0.0013027799932772575
CA,white,FALSE,2013-11-15,0.0013656262932067171
CA,white,FALSE,2014-02-15,0.0014562577383739953
CA,white,FALSE,2014-05-15,0.0012791559335191785
CA,white,FALSE,2014-08-15,0.0011535475925114813
CA,white,FALSE,2014-11-15,0.0014388051066162196
CA,white,FALSE,2015-02-15,0.0015238919659784356
CA,white,FALSE,2015-05-15,0.0013055661699146607
CA,white,FALSE,2015-08-15,0.0013226004000400505
CA,white,FALSE,2015-11-15,0.0013937712657537777
CA,white,TRUE,2011-02-15,0.001240780431908938
CA,white,TRUE,2011-05-15,0.0010999015165103678
CA,white,TRUE,2011-08-15,0.0010432104387279456
CA,white,TRUE,2011-11-15,0.001304206679954098
CA,white,TRUE,2012-02-15,0.0011321546652135815
CA,white,TRUE,2012-05-15,0.0011882972950601047
CA,white,TRUE,2012-08-15,0.0011067289883127899
CA,black,FALSE,2013-02-15,0.002974360121210766
CA,black,FALSE,2013-05-15,0.002154752365896442
CA,black,FALSE,2013-08-15,0.0018128851070964497
CA,black,FALSE,2013-11-15,0.0021637380282652514
CA,black,FALSE,2014-02-15,0.002254002798072439
CA,black,FALSE,2014-05-15,0.002330922428272718
CA,black,FALSE,2014-08-15,0.001944660517835315
CA,black,FALSE,2014-11-15,0.0024353666508581465
CA,black,FALSE,2015-02-15,0.002713689053670739
CA,black,FALSE,2015-05-15,0.0018415384100268976
CA,black,FALSE,2015-08-15,0.0017809235686968435
CA,black,FALSE,2015-11-15,0.002163128375840317
CA,black,TRUE,2011-02-15,0.002418590252113848
CA,black,TRUE,2011-05-15,0.0020302235161172933
CA,black,TRUE,2011-08-15,0.0018439703102154092
CA,black,TRUE,2011-11-15,0.0022310592366885295
CA,black,TRUE,2012-02-15,0.0022005501375343835
CA,black,TRUE,2012-05-15,0.002417779982021636
CA,black,TRUE,2012-08-15,0.002330901713644408
CA,hispanic,FALSE,2013-02-15,0.001909727657467149
CA,hispanic,FALSE,2013-05-15,0.0017622183597442909
CA,hispanic,FALSE,2013-08-15,0.0017972154730224845
CA,hispanic,FALSE,2013-11-15,0.001962865326896961
CA,hispanic,FALSE,2014-02-15,0.001967142359132133
CA,hispanic,FALSE,2014-05-15,0.0016494032875478495
CA,hispanic,FALSE,2014-08-15,0.0018814954784721284
CA,hispanic,FALSE,2014-11-15,0.0019349749043383194
CA,hispanic,FALSE,2015-02-15,0.0020244111891655992
CA,hispanic,FALSE,2015-05-15,0.001650975462897448
CA,hispanic,FALSE,2015-08-15,0.0018202993811535387
CA,hispanic,FALSE,2015-11-15,0.0017903620405752905
CA,hispanic,TRUE,2011-02-15,0.001700270203758989
CA,hispanic,TRUE,2011-05-15,0.0015387005018978924
CA,hispanic,TRUE,2011-08-15,0.0013729282466763409
CA,hispanic,TRUE,2011-11-15,0.0014814619898429072
CA,hispanic,TRUE,2012-02-15,0.0016310044226295472
CA,hispanic,TRUE,2012-05-15,0.0015899583715372053
CA,hispanic,TRUE,2012-08-15,0.00169111675387826
CO,white,FALSE,2013-02-15,0.00235647954358712
CO,white,FALSE,2013-05-15,0.0019327743304317498
CO,white,FALSE,2013-08-15,0.001605569764137539
CO,white,FALSE,2013-11-15,0.0013829020346313977
CO,white,FALSE,2014-02-15,0.001352609226831113
CO,white,FALSE,2014-05-15,0.0010252635453087621
CO,white,FALSE,2014-08-15,0.001226603670725059
CO,white,FALSE,2014-11-15,0.0013906181782901864
CO,white,FALSE,2015-02-15,0.0016659598958017811
CO,white,FALSE,2015-05-15,0.0012955605458628433
CO,white,FALSE,2015-08-15,0.0013772307513881036
CO,white,FALSE,2015-11-15,0.0015409999377373762
CO,white,TRUE,2011-02-15,0.004539843642847346
CO,white,TRUE,2011-05-15,0.0040153569793244335
CO,white,TRUE,2011-08-15,0.003562109099946154
CO,white,TRUE,2011-11-15,0.0037860720248032434
CO,white,TRUE,2012-02-15,0.004493098230553068
CO,white,TRUE,2012-05-15,0.004537498316951663
CO,white,TRUE,2012-08-15,0.0033160742335214383
CO,black,FALSE,2013-02-15,0.007407407407407408
CO,black,FALSE,2013-05-15,0.006165703275529865
CO,black,FALSE,2013-08-15,0.004553415061295972
CO,black,FALSE,2013-11-15,0.004819277108433735
CO,black,FALSE,2014-02-15,0.003632401017072285
CO,black,FALSE,2014-05-15,0.003514376996805112
CO,black,FALSE,2014-08-15,0.003537318712415989
CO,black,FALSE,2014-11-15,0.0018484288354898336
CO,black,FALSE,2015-02-15,0.006268436578171091
CO,black,FALSE,2015-05-15,0.005036937541974479
CO,black,FALSE,2015-08-15,0.0038822387576835974
CO,black,FALSE,2015-11-15,0.005143277002204262
CO,black,TRUE,2011-02-15,0.011823719097097814
CO,black,TRUE,2011-05-15,0.01056444310292786
CO,black,TRUE,2011-08-15,0.007801899592944369
CO,black,TRUE,2011-11-15,0.013549115543846444
CO,black,TRUE,2012-02-15,0.010997345468335229
CO,black,TRUE,2012-05-15,0.012036108324974924
CO,black,TRUE,2012-08-15,0.010748835542816195
